bin_HH,nEvents,Efficiencies
50,22,0.00044
100,13,0.00026
150,20,0.0004
200,13,0.00026
250,20,0.0004
300,12,0.00024
350,11,0.00022
400,24,0.00048
500,17,0.00034
600,176,0.00352
