Bin , nEvents , Efficiencies
150,1,2e-05
160,0,0
170,1,2e-05
180,1,2e-05
190,1,2e-05
200,7,0.00014
220,7,0.00014
240,9,0.00018
260,7,0.00014
280,18,0.00036
300,14,0.00028
320,24,0.00048
340,27,0.00054
360,43,0.00086
380,51,0.00102
400,57,0.00114
420,57,0.00114
440,58,0.00116
460,58,0.00116
480,71,0.00142
500,83,0.00166
520,57,0.00114
540,73,0.00146
560,86,0.00172
580,92,0.00184
600,121,0.00242
630,136,0.00272
660,139,0.00278
690,171,0.00342
720,138,0.00276
750,161,0.00322
780,165,0.0033
810,177,0.00354
840,224,0.00448
870,235,0.0047
900,354,0.00708
950,409,0.00818
1000,373,0.00746
1050,437,0.00874
1100,470,0.0094
1150,495,0.0099
1200,486,0.00972
1250,608,0.01216
1310,647,0.01294
1370,647,0.01294
1430,663,0.01326
1490,713,0.01426
1550,691,0.01382
1610,819,0.01638
1680,806,0.01612
1750,779,0.01558
1820,756,0.01512
1890,886,0.01772
1970,830,0.0166
2050,788,0.01576
