Bin , nEvents , Efficiencies
150,3,6e-05
160,6,0.00012
170,11,0.00022
180,7,0.00014
190,8,0.00016
200,21,0.00042
220,38,0.00076
240,43,0.00086
260,55,0.0011
280,68,0.00136
300,67,0.00134
320,71,0.00142
340,84,0.00168
360,100,0.002
380,77,0.00154
400,85,0.0017
420,89,0.00178
440,111,0.00222
460,124,0.00248
480,125,0.0025
500,139,0.00278
520,109,0.00218
540,147,0.00294
560,137,0.00274
580,140,0.0028
600,233,0.00466
630,268,0.00536
660,256,0.00512
690,294,0.00588
720,274,0.00548
750,286,0.00572
780,301,0.00602
810,305,0.0061
840,306,0.00612
870,353,0.00706
900,592,0.01184
950,600,0.012
1000,664,0.01328
1050,653,0.01306
1100,678,0.01356
1150,658,0.01316
1200,680,0.0136
1250,848,0.01696
1310,782,0.01564
1370,777,0.01554
1430,750,0.015
1490,707,0.01414
1550,750,0.015
1610,794,0.01588
1680,730,0.0146
1750,770,0.0154
1820,711,0.01422
1890,641,0.01282
1970,614,0.01228
2050,569,0.01138
