bin_HH,nEvents,Efficiencies
150,93,0.00186
200,154,0.00308
250,105,0.0021
300,80,0.0016
350,65,0.0013
400,45,0.0009
450,39,0.00078
500,40,0.0008
600,47,0.00094
700,21,0.00042
800,12,0.00024
900,11,0.00022
1000,8,0.00016
1150,6,0.00012
