bin_HH,nEvents,Efficiencies
50,12,0.00024
70,13,0.00026
80,20,0.0004
90,25,0.0005
100,37,0.00074
120,55,0.0011
140,46,0.00092
160,58,0.00116
180,44,0.00088
200,36,0.00072
220,44,0.00088
240,42,0.00084
260,41,0.00082
280,24,0.00048
300,34,0.00068
320,22,0.00044
340,32,0.00064
360,48,0.00096
400,97,0.00194
500,62,0.00124
600,35,0.0007
700,23,0.00046
800,64,0.00128
