bin_HH,nEvents,Efficiencies
150,42,0.00084
200,123,0.00246
250,142,0.00284
300,140,0.0028
350,144,0.00288
400,134,0.00268
450,117,0.00234
500,180,0.0036
600,155,0.0031
700,117,0.00234
800,97,0.00194
900,65,0.0013
1000,81,0.00162
1150,103,0.00206
