Bin , nEvents , Efficiencies
150,1,2e-05
160,0,0
170,1,2e-05
180,0,0
190,1,2e-05
200,2,4e-05
220,2,4e-05
240,4,8e-05
260,2,4e-05
280,3,6e-05
300,6,0.00012
320,6,0.00012
340,9,0.00018
360,14,0.00028
380,17,0.00034
400,14,0.00028
420,19,0.00038
440,34,0.00068
460,45,0.0009
480,42,0.00084
500,44,0.00088
520,45,0.0009
540,40,0.0008
560,48,0.00096
580,42,0.00084
600,71,0.00142
630,83,0.00166
660,92,0.00184
690,88,0.00176
720,90,0.0018
750,99,0.00198
780,97,0.00194
810,137,0.00274
840,105,0.0021
870,104,0.00208
900,213,0.00426
950,261,0.00522
1000,222,0.00444
1050,242,0.00484
1100,287,0.00574
1150,269,0.00538
1200,302,0.00604
1250,390,0.0078
1310,436,0.00872
1370,452,0.00904
1430,453,0.00906
1490,503,0.01006
1550,505,0.0101
1610,595,0.0119
1680,632,0.01264
1750,643,0.01286
1820,661,0.01322
1890,764,0.01528
1970,765,0.0153
2050,799,0.01598
