Bin , nEvents , Efficiencies
150,336,0.00672
160,330,0.0066
170,337,0.00674
180,355,0.0071
190,356,0.00712
200,675,0.0135
220,669,0.01338
240,688,0.01376
260,668,0.01336
280,639,0.01278
300,618,0.01236
320,575,0.0115
340,601,0.01202
360,596,0.01192
380,557,0.01114
400,520,0.0104
420,479,0.00958
440,484,0.00968
460,467,0.00934
480,450,0.009
500,420,0.0084
520,394,0.00788
540,386,0.00772
560,376,0.00752
580,335,0.0067
600,487,0.00974
630,456,0.00912
660,417,0.00834
690,434,0.00868
720,357,0.00714
750,368,0.00736
780,316,0.00632
810,317,0.00634
840,285,0.0057
870,278,0.00556
900,417,0.00834
950,380,0.0076
1000,340,0.0068
1050,278,0.00556
1100,261,0.00522
1150,223,0.00446
1200,204,0.00408
1250,225,0.0045
1310,164,0.00328
1370,168,0.00336
1430,159,0.00318
1490,115,0.0023
1550,97,0.00194
1610,115,0.0023
1680,85,0.0017
1750,97,0.00194
1820,81,0.00162
1890,64,0.00128
1970,67,0.00134
2050,69,0.00138
