bin_HH,nEvents,Efficiencies
150,0,0
200,1,2e-05
250,3,6e-05
300,9,0.00018
350,13,0.00026
400,23,0.00046
450,24,0.00048
500,57,0.00114
600,66,0.00132
700,73,0.00146
800,57,0.00114
900,52,0.00104
1000,72,0.00144
1150,124,0.00248
