bin_HH,nEvents,Efficiencies
150,48,0.00096
200,110,0.0022
250,106,0.00212
300,105,0.0021
350,73,0.00146
400,71,0.00142
450,57,0.00114
500,108,0.00216
600,66,0.00132
700,51,0.00102
800,41,0.00082
900,35,0.0007
1000,26,0.00052
1150,33,0.00066
