bin_HH,nEvents,Efficiencies
50,23,0.00046
70,12,0.00024
80,14,0.00028
90,17,0.00034
100,14,0.00028
120,16,0.00032
140,17,0.00034
160,12,0.00024
180,17,0.00034
200,35,0.0007
220,33,0.00066
240,23,0.00046
260,24,0.00048
280,27,0.00054
300,29,0.00058
320,23,0.00046
340,28,0.00056
360,38,0.00076
400,111,0.00222
500,110,0.0022
600,116,0.00232
700,82,0.00164
800,297,0.00594
