bin_HH,nEvents,Efficiencies
150,3,6e-05
200,5,0.0001
250,4,8e-05
300,1,2e-05
350,4,8e-05
400,1,2e-05
450,3,6e-05
500,5,0.0001
550,3,6e-05
650,12,0.00024
