bin_HH,nEvents,Efficiencies
150,1,2e-05
200,9,0.00018
250,13,0.00026
300,13,0.00026
350,11,0.00022
400,18,0.00036
450,12,0.00024
500,17,0.00034
550,20,0.0004
650,44,0.00088
