bin_HH,nEvents,Efficiencies
150,0,0
200,0,0
250,0,0
300,0,0
350,2,4e-05
400,8,0.00016
450,2,4e-05
500,13,0.00026
600,20,0.0004
700,22,0.00044
800,38,0.00076
900,34,0.00068
1000,58,0.00116
1150,139,0.00278
