bin_HH,nEvents,Efficiencies
150,69,0.00138
200,150,0.003
250,97,0.00194
300,89,0.00178
350,67,0.00134
400,47,0.00094
450,46,0.00092
500,52,0.00104
600,28,0.00056
700,14,0.00028
800,10,0.0002
900,8,0.00016
1000,3,6e-05
1150,6,0.00012
