bin_HH,nEvents,Efficiencies
50,7,0.00014
100,3,6e-05
150,1,2e-05
200,0,0
250,3,6e-05
300,5,0.0001
350,4,8e-05
400,0,0
500,10,0.0002
600,36,0.00072
