bin_HH,nEvents,Efficiencies
150,63,0.00126
200,102,0.00204
250,61,0.00122
300,51,0.00102
350,23,0.00046
400,26,0.00052
450,15,0.0003
500,24,0.00048
600,12,0.00024
700,6,0.00012
800,3,6e-05
900,2,4e-05
1000,0,0
1150,1,2e-05
