Bin , nEvents , Efficiencies
152.41,66,0.00132
165.05,78,0.00156
178.75,96,0.00192
193.57,120,0.0024
209.63,144,0.00288
227.02,197,0.00394
245.86,209,0.00418
266.25,251,0.00502
288.34,323,0.00646
312.26,343,0.00686
338.16,451,0.00902
366.21,507,0.01014
396.59,585,0.0117
429.49,661,0.01322
465.12,766,0.01532
503.71,834,0.01668
545.49,971,0.01942
590.74,1122,0.02244
639.75,1221,0.02442
692.82,1391,0.02782
750.29,1389,0.02778
812.54,1637,0.03274
879.94,1700,0.034
952.94,1741,0.03482
1032,1926,0.03852
1117.6,1892,0.03784
1210.3,1912,0.03824
1310.7,1906,0.03812
1419.4,1841,0.03682
1537.2,1691,0.03382
1664.7,1625,0.0325
1802.8,1420,0.0284
1952.4,1329,0.02658
2114.3,1161,0.02322
2289.7,900,0.018
2479.7,716,0.01432
