bin_HH,nEvents,Efficiencies
50,6,0.00012
70,3,6e-05
80,1,2e-05
90,3,6e-05
100,4,8e-05
120,1,2e-05
140,1,2e-05
160,1,2e-05
180,2,4e-05
200,4,8e-05
220,4,8e-05
240,2,4e-05
260,4,8e-05
280,3,6e-05
300,4,8e-05
320,1,2e-05
340,3,6e-05
360,6,0.00012
400,13,0.00026
500,13,0.00026
600,12,0.00024
700,10,0.0002
800,55,0.0011
