bin_HH,nEvents,Efficiencies
150,0,0
200,0,0
250,1,2e-05
300,2,4e-05
350,3,6e-05
400,1,2e-05
450,2,4e-05
500,2,4e-05
550,7,0.00014
650,35,0.0007
