bin_HH,nEvents,Efficiencies
150,0,0
200,0,0
250,9,0.00018
300,10,0.0002
350,9,0.00018
400,26,0.00052
450,22,0.00044
500,52,0.00104
600,55,0.0011
700,60,0.0012
800,65,0.0013
900,50,0.001
1000,65,0.0013
1150,100,0.002
