Bin , nEvents , Efficiencies
152.41,290,0.0058
165.05,349,0.00698
178.75,389,0.00778
193.57,461,0.00922
209.63,509,0.01018
227.02,592,0.01184
245.86,599,0.01198
266.25,685,0.0137
288.34,764,0.01528
312.26,781,0.01562
338.16,916,0.01832
366.21,1034,0.02068
396.59,1067,0.02134
429.49,1085,0.0217
465.12,1173,0.02346
503.71,1295,0.0259
545.49,1235,0.0247
590.74,1294,0.02588
639.75,1326,0.02652
692.82,1320,0.0264
750.29,1378,0.02756
812.54,1360,0.0272
879.94,1294,0.02588
952.94,1287,0.02574
1032,1295,0.0259
1117.6,1200,0.024
1210.3,1148,0.02296
1310.7,1059,0.02118
1419.4,1048,0.02096
1537.2,875,0.0175
1664.7,760,0.0152
1802.8,669,0.01338
1952.4,559,0.01118
2114.3,423,0.00846
2289.7,392,0.00784
2479.7,289,0.00578
