Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,1,2e-05
180,0,0
190,0,0
200,2,4e-05
220,2,4e-05
240,1,2e-05
260,3,6e-05
280,1,2e-05
300,1,2e-05
320,3,6e-05
340,7,0.00014
360,2,4e-05
380,3,6e-05
400,5,0.0001
420,5,0.0001
440,9,0.00018
460,12,0.00024
480,11,0.00022
500,14,0.00028
520,21,0.00042
540,25,0.0005
560,31,0.00062
580,25,0.0005
600,42,0.00084
630,61,0.00122
660,57,0.00114
690,63,0.00126
720,56,0.00112
750,59,0.00118
780,76,0.00152
810,74,0.00148
840,92,0.00184
870,79,0.00158
900,132,0.00264
950,116,0.00232
1000,156,0.00312
1050,168,0.00336
1100,191,0.00382
1150,180,0.0036
1200,215,0.0043
1250,252,0.00504
1310,281,0.00562
1370,257,0.00514
1430,311,0.00622
1490,315,0.0063
1550,316,0.00632
1610,405,0.0081
1680,404,0.00808
1750,483,0.00966
1820,482,0.00964
1890,559,0.01118
1970,622,0.01244
2050,636,0.01272
