bin_HH,nEvents,Efficiencies
150,10,0.0002
200,52,0.00104
250,60,0.0012
300,48,0.00096
350,38,0.00076
400,40,0.0008
450,31,0.00062
500,21,0.00042
550,38,0.00076
650,62,0.00124
