bin_HH,nEvents,Efficiencies
50,4,8e-05
70,9,0.00018
80,13,0.00026
90,15,0.0003
100,40,0.0008
120,35,0.0007
140,30,0.0006
160,32,0.00064
180,38,0.00076
200,40,0.0008
220,24,0.00048
240,33,0.00066
260,45,0.0009
280,29,0.00058
300,25,0.0005
320,20,0.0004
340,14,0.00028
360,25,0.0005
400,78,0.00156
500,47,0.00094
600,30,0.0006
700,26,0.00052
800,17,0.00034
