bin_HH,nEvents,Efficiencies
50,24,0.00048
100,51,0.00102
150,39,0.00078
200,34,0.00068
250,27,0.00054
300,41,0.00082
350,23,0.00046
400,41,0.00082
500,22,0.00044
600,46,0.00092
