bin_HH,nEvents,Efficiencies
50,6,0.00012
100,4,8e-05
150,0,0
200,4,8e-05
250,8,0.00016
300,3,6e-05
350,2,4e-05
400,5,0.0001
500,10,0.0002
600,32,0.00064
