bin_HH,nEvents,Efficiencies
150,0,0
200,2,4e-05
250,3,6e-05
300,9,0.00018
350,13,0.00026
400,29,0.00058
450,31,0.00062
500,48,0.00096
600,67,0.00134
700,52,0.00104
800,60,0.0012
900,49,0.00098
1000,69,0.00138
1150,82,0.00164
