bin_HH,nEvents,Efficiencies
150,0,0
200,0,0
250,3,6e-05
300,9,0.00018
350,10,0.0002
400,15,0.0003
450,11,0.00022
500,37,0.00074
550,54,0.00108
650,358,0.00716
