bin_HH,nEvents,Efficiencies
50,62,0.00124
100,52,0.00104
150,32,0.00064
200,52,0.00104
250,32,0.00064
300,35,0.0007
350,37,0.00074
400,82,0.00164
500,55,0.0011
600,254,0.00508
