bin_HH,nEvents,Efficiencies
50,13,0.00026
100,55,0.0011
150,48,0.00096
200,40,0.0008
250,29,0.00058
300,28,0.00056
350,29,0.00058
400,43,0.00086
500,27,0.00054
600,61,0.00122
