bin_HH,nEvents,Efficiencies
150,30,0.0006
200,122,0.00244
250,123,0.00246
300,106,0.00212
350,61,0.00122
400,65,0.0013
450,74,0.00148
500,103,0.00206
600,73,0.00146
700,42,0.00084
800,29,0.00058
900,14,0.00028
1000,21,0.00042
1150,13,0.00026
