Bin , nEvents , Efficiencies
152.41,3,6e-05
165.05,4,8e-05
178.75,2,4e-05
193.57,12,0.00024
209.63,14,0.00028
227.02,12,0.00024
245.86,28,0.00056
266.25,31,0.00062
288.34,63,0.00126
312.26,104,0.00208
338.16,115,0.0023
366.21,171,0.00342
396.59,207,0.00414
429.49,242,0.00484
465.12,272,0.00544
503.71,331,0.00662
545.49,390,0.0078
590.74,467,0.00934
639.75,530,0.0106
692.82,735,0.0147
750.29,802,0.01604
812.54,996,0.01992
879.94,1187,0.02374
952.94,1400,0.028
1032,1594,0.03188
1117.6,1907,0.03814
1210.3,1979,0.03958
1310.7,2281,0.04562
1419.4,2468,0.04936
1537.2,2534,0.05068
1664.7,2707,0.05414
1802.8,2525,0.0505
1952.4,2387,0.04774
2114.3,2165,0.0433
2289.7,1828,0.03656
2479.7,1528,0.03056
