Bin , nEvents , Efficiencies
152.41,5,0.0001
165.05,4,8e-05
178.75,6,0.00012
193.57,9,0.00018
209.63,6,0.00012
227.02,8,0.00016
245.86,14,0.00028
266.25,24,0.00048
288.34,46,0.00092
312.26,58,0.00116
338.16,79,0.00158
366.21,100,0.002
396.59,156,0.00312
429.49,193,0.00386
465.12,203,0.00406
503.71,223,0.00446
545.49,281,0.00562
590.74,345,0.0069
639.75,409,0.00818
692.82,539,0.01078
750.29,593,0.01186
812.54,728,0.01456
879.94,898,0.01796
952.94,1021,0.02042
1032,1182,0.02364
1117.6,1434,0.02868
1210.3,1663,0.03326
1310.7,1983,0.03966
1419.4,2234,0.04468
1537.2,2481,0.04962
1664.7,2644,0.05288
1802.8,2654,0.05308
1952.4,2727,0.05454
2114.3,2524,0.05048
2289.7,2331,0.04662
2479.7,2039,0.04078
