Bin , nEvents , Efficiencies
152.41,0,0
165.05,0,0
178.75,0,0
193.57,1,2e-05
209.63,4,8e-05
227.02,5,0.0001
245.86,1,2e-05
266.25,2,4e-05
288.34,13,0.00026
312.26,20,0.0004
338.16,22,0.00044
366.21,29,0.00058
396.59,56,0.00112
429.49,102,0.00204
465.12,120,0.0024
503.71,135,0.0027
545.49,167,0.00334
590.74,212,0.00424
639.75,246,0.00492
692.82,275,0.0055
750.29,355,0.0071
812.54,454,0.00908
879.94,534,0.01068
952.94,631,0.01262
1032,753,0.01506
1117.6,873,0.01746
1210.3,1095,0.0219
1310.7,1327,0.02654
1419.4,1602,0.03204
1537.2,1886,0.03772
1664.7,2217,0.04434
1802.8,2416,0.04832
1952.4,2690,0.0538
2114.3,2898,0.05796
2289.7,2888,0.05776
2479.7,2760,0.0552
