bin_HH,nEvents,Efficiencies
50,56,0.00112
100,74,0.00148
150,41,0.00082
200,18,0.00036
250,12,0.00024
300,9,0.00018
350,6,0.00012
400,7,0.00014
500,6,0.00012
600,2,4e-05
