Bin , nEvents , Efficiencies
150,207,0.00414
160,235,0.0047
170,230,0.0046
180,259,0.00518
190,234,0.00468
200,480,0.0096
220,478,0.00956
240,527,0.01054
260,523,0.01046
280,525,0.0105
300,532,0.01064
320,547,0.01094
340,523,0.01046
360,513,0.01026
380,492,0.00984
400,516,0.01032
420,465,0.0093
440,475,0.0095
460,441,0.00882
480,459,0.00918
500,432,0.00864
520,395,0.0079
540,442,0.00884
560,389,0.00778
580,387,0.00774
600,560,0.0112
630,559,0.01118
660,466,0.00932
690,449,0.00898
720,477,0.00954
750,445,0.0089
780,394,0.00788
810,391,0.00782
840,350,0.007
870,350,0.007
900,554,0.01108
950,501,0.01002
1000,431,0.00862
1050,374,0.00748
1100,391,0.00782
1150,295,0.0059
1200,290,0.0058
1250,330,0.0066
1310,271,0.00542
1370,223,0.00446
1430,221,0.00442
1490,176,0.00352
1550,190,0.0038
1610,182,0.00364
1680,169,0.00338
1750,138,0.00276
1820,110,0.0022
1890,115,0.0023
1970,98,0.00196
2050,97,0.00194
