bin_HH,nEvents,Efficiencies
50,14,0.00028
70,29,0.00058
80,54,0.00108
90,84,0.00168
100,124,0.00248
120,97,0.00194
140,72,0.00144
160,46,0.00092
180,47,0.00094
200,38,0.00076
220,27,0.00054
240,28,0.00056
260,19,0.00038
280,16,0.00032
300,9,0.00018
320,7,0.00014
340,8,0.00016
360,19,0.00038
400,28,0.00056
500,10,0.0002
600,5,0.0001
700,2,4e-05
800,3,6e-05
