bin_HH,nEvents,Efficiencies
50,28,0.00056
70,12,0.00024
80,17,0.00034
90,11,0.00022
100,24,0.00048
120,16,0.00032
140,24,0.00048
160,23,0.00046
180,14,0.00028
200,17,0.00034
220,10,0.0002
240,21,0.00042
260,19,0.00038
280,17,0.00034
300,19,0.00038
320,12,0.00024
340,15,0.0003
360,29,0.00058
400,61,0.00122
500,63,0.00126
600,45,0.0009
700,35,0.0007
800,185,0.0037
