bin_HH,nEvents,Efficiencies
50,4,8e-05
100,10,0.0002
150,16,0.00032
200,16,0.00032
250,12,0.00024
300,17,0.00034
350,5,0.0001
400,19,0.00038
500,14,0.00028
600,53,0.00106
