bin_HH,nEvents,Efficiencies
50,2,4e-05
100,13,0.00026
150,10,0.0002
200,9,0.00018
250,10,0.0002
300,4,8e-05
350,4,8e-05
400,9,0.00018
500,13,0.00026
600,37,0.00074
