bin_HH,nEvents,Efficiencies
150,0,0
200,1,2e-05
250,2,4e-05
300,5,0.0001
350,7,0.00014
400,2,4e-05
450,3,6e-05
500,3,6e-05
550,11,0.00022
650,18,0.00036
