Bin , nEvents , Efficiencies
150,996,0.01992
160,901,0.01802
170,855,0.0171
180,757,0.01514
190,721,0.01442
200,1237,0.02474
220,1054,0.02108
240,966,0.01932
260,824,0.01648
280,760,0.0152
300,644,0.01288
320,569,0.01138
340,545,0.0109
360,462,0.00924
380,407,0.00814
400,349,0.00698
420,317,0.00634
440,293,0.00586
460,251,0.00502
480,264,0.00528
500,226,0.00452
520,222,0.00444
540,188,0.00376
560,177,0.00354
580,151,0.00302
600,178,0.00356
630,181,0.00362
660,150,0.003
690,170,0.0034
720,125,0.0025
750,108,0.00216
780,112,0.00224
810,90,0.0018
840,92,0.00184
870,89,0.00178
900,120,0.0024
950,92,0.00184
1000,83,0.00166
1050,78,0.00156
1100,62,0.00124
1150,56,0.00112
1200,39,0.00078
1250,40,0.0008
1310,34,0.00068
1370,32,0.00064
1430,22,0.00044
1490,20,0.0004
1550,20,0.0004
1610,26,0.00052
1680,11,0.00022
1750,8,0.00016
1820,12,0.00024
1890,13,0.00026
1970,11,0.00022
2050,7,0.00014
