bin_HH,nEvents,Efficiencies
50,43,0.00086
70,13,0.00026
80,15,0.0003
90,13,0.00026
100,28,0.00056
120,28,0.00056
140,32,0.00064
160,19,0.00038
180,25,0.0005
200,20,0.0004
220,21,0.00042
240,16,0.00032
260,21,0.00042
280,25,0.0005
300,22,0.00044
320,17,0.00034
340,22,0.00044
360,33,0.00066
400,63,0.00126
500,64,0.00128
600,72,0.00144
700,49,0.00098
800,184,0.00368
