Bin , nEvents , Efficiencies
152.41,527,0.01054
165.05,601,0.01202
178.75,714,0.01428
193.57,760,0.0152
209.63,851,0.01702
227.02,943,0.01886
245.86,1016,0.02032
266.25,1087,0.02174
288.34,1146,0.02292
312.26,1186,0.02372
338.16,1204,0.02408
366.21,1279,0.02558
396.59,1317,0.02634
429.49,1228,0.02456
465.12,1275,0.0255
503.71,1233,0.02466
545.49,1145,0.0229
590.74,1262,0.02524
639.75,1145,0.0229
692.82,1129,0.02258
750.29,1115,0.0223
812.54,991,0.01982
879.94,954,0.01908
952.94,820,0.0164
1032,745,0.0149
1117.6,664,0.01328
1210.3,594,0.01188
1310.7,524,0.01048
1419.4,427,0.00854
1537.2,379,0.00758
1664.7,295,0.0059
1802.8,224,0.00448
1952.4,173,0.00346
2114.3,115,0.0023
2289.7,93,0.00186
2479.7,73,0.00146
