bin_HH,nEvents,Efficiencies
150,0,0
200,1,2e-05
250,2,4e-05
300,2,4e-05
350,11,0.00022
400,22,0.00044
450,20,0.0004
500,55,0.0011
600,64,0.00128
700,58,0.00116
800,56,0.00112
900,56,0.00112
1000,77,0.00154
1150,139,0.00278
