Bin , nEvents , Efficiencies
152.41,50,0.001
165.05,84,0.00168
178.75,97,0.00194
193.57,118,0.00236
209.63,147,0.00294
227.02,186,0.00372
245.86,222,0.00444
266.25,261,0.00522
288.34,310,0.0062
312.26,336,0.00672
338.16,413,0.00826
366.21,481,0.00962
396.59,520,0.0104
429.49,685,0.0137
465.12,828,0.01656
503.71,919,0.01838
545.49,1104,0.02208
590.74,1244,0.02488
639.75,1430,0.0286
692.82,1593,0.03186
750.29,1722,0.03444
812.54,1931,0.03862
879.94,2126,0.04252
952.94,2331,0.04662
1032,2294,0.04588
1117.6,2254,0.04508
1210.3,2340,0.0468
1310.7,2122,0.04244
1419.4,1965,0.0393
1537.2,1694,0.03388
1664.7,1447,0.02894
1802.8,1144,0.02288
1952.4,915,0.0183
2114.3,706,0.01412
2289.7,525,0.0105
2479.7,359,0.00718
