bin_HH,nEvents,Efficiencies
150,40,0.0008
200,116,0.00232
250,149,0.00298
300,130,0.0026
350,126,0.00252
400,112,0.00224
450,131,0.00262
500,227,0.00454
600,187,0.00374
700,128,0.00256
800,118,0.00236
900,96,0.00192
1000,96,0.00192
1150,126,0.00252
