bin_HH,nEvents,Efficiencies
50,26,0.00052
100,16,0.00032
150,22,0.00044
200,14,0.00028
250,14,0.00028
300,19,0.00038
350,19,0.00038
400,39,0.00078
500,45,0.0009
600,256,0.00512
