bin_HH,nEvents,Efficiencies
50,10,0.0002
70,32,0.00064
80,51,0.00102
90,66,0.00132
100,106,0.00212
120,76,0.00152
140,43,0.00086
160,44,0.00088
180,20,0.0004
200,30,0.0006
220,10,0.0002
240,16,0.00032
260,9,0.00018
280,7,0.00014
300,7,0.00014
320,8,0.00016
340,7,0.00014
360,12,0.00024
400,5,0.0001
500,6,0.00012
600,0,0
700,1,2e-05
800,1,2e-05
