bin_HH,nEvents,Efficiencies
50,46,0.00092
100,40,0.0008
150,42,0.00084
200,47,0.00094
250,34,0.00068
300,20,0.0004
350,24,0.00048
400,51,0.00102
500,32,0.00064
600,181,0.00362
