bin_HH,nEvents,Efficiencies
50,19,0.00038
100,19,0.00038
150,17,0.00034
200,8,0.00016
250,17,0.00034
300,14,0.00028
350,11,0.00022
400,37,0.00074
500,31,0.00062
600,242,0.00484
