Bin , nEvents , Efficiencies
152.41,68,0.00136
165.05,84,0.00168
178.75,94,0.00188
193.57,128,0.00256
209.63,146,0.00292
227.02,166,0.00332
245.86,197,0.00394
266.25,252,0.00504
288.34,309,0.00618
312.26,333,0.00666
338.16,420,0.0084
366.21,511,0.01022
396.59,596,0.01192
429.49,702,0.01404
465.12,841,0.01682
503.71,951,0.01902
545.49,1133,0.02266
590.74,1210,0.0242
639.75,1470,0.0294
692.82,1592,0.03184
750.29,1831,0.03662
812.54,1925,0.0385
879.94,1973,0.03946
952.94,2082,0.04164
1032,2057,0.04114
1117.6,2176,0.04352
1210.3,2055,0.0411
1310.7,1988,0.03976
1419.4,1729,0.03458
1537.2,1573,0.03146
1664.7,1290,0.0258
1802.8,1134,0.02268
1952.4,941,0.01882
2114.3,673,0.01346
2289.7,509,0.01018
2479.7,361,0.00722
