Bin , nEvents , Efficiencies
150,203,0.00406
160,170,0.0034
170,181,0.00362
180,207,0.00414
190,207,0.00414
200,422,0.00844
220,471,0.00942
240,515,0.0103
260,476,0.00952
280,462,0.00924
300,491,0.00982
320,465,0.0093
340,445,0.0089
360,464,0.00928
380,444,0.00888
400,466,0.00932
420,441,0.00882
440,446,0.00892
460,449,0.00898
480,398,0.00796
500,429,0.00858
520,376,0.00752
540,415,0.0083
560,384,0.00768
580,377,0.00754
600,555,0.0111
630,550,0.011
660,452,0.00904
690,485,0.0097
720,487,0.00974
750,443,0.00886
780,452,0.00904
810,403,0.00806
840,439,0.00878
870,346,0.00692
900,565,0.0113
950,542,0.01084
1000,505,0.0101
1050,491,0.00982
1100,433,0.00866
1150,377,0.00754
1200,358,0.00716
1250,358,0.00716
1310,323,0.00646
1370,337,0.00674
1430,269,0.00538
1490,249,0.00498
1550,236,0.00472
1610,258,0.00516
1680,215,0.0043
1750,192,0.00384
1820,178,0.00356
1890,161,0.00322
1970,160,0.0032
2050,138,0.00276
