bin_HH,nEvents,Efficiencies
150,4,8e-05
200,13,0.00026
250,39,0.00078
300,27,0.00054
350,22,0.00044
400,24,0.00048
450,15,0.0003
500,19,0.00038
550,23,0.00046
650,68,0.00136
