bin_HH,nEvents,Efficiencies
50,25,0.0005
70,14,0.00028
80,12,0.00024
90,12,0.00024
100,30,0.0006
120,21,0.00042
140,20,0.0004
160,21,0.00042
180,19,0.00038
200,36,0.00072
220,23,0.00046
240,22,0.00044
260,38,0.00076
280,18,0.00036
300,22,0.00044
320,24,0.00048
340,27,0.00054
360,47,0.00094
400,113,0.00226
500,98,0.00196
600,112,0.00224
700,91,0.00182
800,250,0.005
