bin_HH,nEvents,Efficiencies
50,5,0.0001
100,7,0.00014
150,5,0.0001
200,9,0.00018
250,15,0.0003
300,8,0.00016
350,4,8e-05
400,13,0.00026
500,9,0.00018
600,31,0.00062
