bin_HH,nEvents,Efficiencies
150,35,0.0007
200,102,0.00204
250,128,0.00256
300,125,0.0025
350,129,0.00258
400,136,0.00272
450,127,0.00254
500,194,0.00388
600,187,0.00374
700,137,0.00274
800,125,0.0025
900,96,0.00192
1000,109,0.00218
1150,133,0.00266
