bin_HH,nEvents,Efficiencies
150,11,0.00022
200,27,0.00054
250,22,0.00044
300,13,0.00026
350,10,0.0002
400,10,0.0002
450,6,0.00012
500,3,6e-05
550,13,0.00026
650,5,0.0001
