Bin , nEvents , Efficiencies
152.41,1803,0.03606
165.05,1786,0.03572
178.75,1788,0.03576
193.57,1586,0.03172
209.63,1472,0.02944
227.02,1353,0.02706
245.86,1153,0.02306
266.25,1132,0.02264
288.34,1000,0.02
312.26,902,0.01804
338.16,768,0.01536
366.21,661,0.01322
396.59,545,0.0109
429.49,511,0.01022
465.12,424,0.00848
503.71,371,0.00742
545.49,296,0.00592
590.74,266,0.00532
639.75,198,0.00396
692.82,204,0.00408
750.29,142,0.00284
812.54,132,0.00264
879.94,106,0.00212
952.94,85,0.0017
1032,58,0.00116
1117.6,43,0.00086
1210.3,43,0.00086
1310.7,34,0.00068
1419.4,25,0.0005
1537.2,22,0.00044
1664.7,15,0.0003
1802.8,7,0.00014
1952.4,6,0.00012
2114.3,3,6e-05
2289.7,3,6e-05
2479.7,4,8e-05
