Bin , nEvents , Efficiencies
152.41,1820,0.0364
165.05,1823,0.03646
178.75,1644,0.03288
193.57,1572,0.03144
209.63,1536,0.03072
227.02,1335,0.0267
245.86,1290,0.0258
266.25,1097,0.02194
288.34,1000,0.02
312.26,939,0.01878
338.16,800,0.016
366.21,636,0.01272
396.59,576,0.01152
429.49,534,0.01068
465.12,416,0.00832
503.71,388,0.00776
545.49,341,0.00682
590.74,247,0.00494
639.75,226,0.00452
692.82,182,0.00364
750.29,154,0.00308
812.54,112,0.00224
879.94,110,0.0022
952.94,79,0.00158
1032,64,0.00128
1117.6,43,0.00086
1210.3,37,0.00074
1310.7,27,0.00054
1419.4,28,0.00056
1537.2,23,0.00046
1664.7,11,0.00022
1802.8,9,0.00018
1952.4,5,0.0001
2114.3,4,8e-05
2289.7,2,4e-05
2479.7,1,2e-05
