Bin , nEvents , Efficiencies
152.41,24,0.00048
165.05,56,0.00112
178.75,69,0.00138
193.57,99,0.00198
209.63,137,0.00274
227.02,140,0.0028
245.86,165,0.0033
266.25,179,0.00358
288.34,236,0.00472
312.26,265,0.0053
338.16,304,0.00608
366.21,419,0.00838
396.59,482,0.00964
429.49,570,0.0114
465.12,634,0.01268
503.71,838,0.01676
545.49,907,0.01814
590.74,1222,0.02444
639.75,1318,0.02636
692.82,1570,0.0314
750.29,1777,0.03554
812.54,1936,0.03872
879.94,2174,0.04348
952.94,2352,0.04704
1032,2426,0.04852
1117.6,2386,0.04772
1210.3,2394,0.04788
1310.7,2281,0.04562
1419.4,2020,0.0404
1537.2,1783,0.03566
1664.7,1527,0.03054
1802.8,1265,0.0253
1952.4,1051,0.02102
2114.3,768,0.01536
2289.7,548,0.01096
2479.7,462,0.00924
