bin_HH,nEvents,Efficiencies
50,36,0.00072
70,10,0.0002
80,13,0.00026
90,9,0.00018
100,25,0.0005
120,23,0.00046
140,19,0.00038
160,16,0.00032
180,16,0.00032
200,28,0.00056
220,19,0.00038
240,16,0.00032
260,11,0.00022
280,18,0.00036
300,14,0.00028
320,18,0.00036
340,17,0.00034
360,26,0.00052
400,74,0.00148
500,81,0.00162
600,63,0.00126
700,49,0.00098
800,179,0.00358
