bin_HH,nEvents,Efficiencies
50,5,0.0001
70,3,6e-05
80,14,0.00028
90,20,0.0004
100,41,0.00082
120,25,0.0005
140,42,0.00084
160,43,0.00086
180,26,0.00052
200,46,0.00092
220,45,0.0009
240,38,0.00076
260,42,0.00084
280,40,0.0008
300,36,0.00072
320,41,0.00082
340,33,0.00066
360,59,0.00118
400,138,0.00276
500,101,0.00202
600,67,0.00134
700,40,0.0008
800,109,0.00218
